Ball Handling,Footwork,Attacking,Defending,Shooting,position
95,94,62,82,11,Wing Defence
89,96,61,80,7,Wing Defence
88,85,66,80,5,Wing Defence
80,100,61,87,18,Wing Defence
90,91,66,83,0,Wing Defence
86,95,68,85,15,Wing Defence
96,98,64,80,17,Wing Defence
97,96,66,81,19,Wing Defence
98,97,65,87,14,Wing Defence
98,89,68,82,20,Wing Defence
83,95,65,82,8,Wing Defence
90,81,60,81,11,Wing Defence
89,84,69,88,2,Wing Defence
97,91,62,86,12,Wing Defence
83,100,70,83,16,Wing Defence
99,80,60,83,1,Wing Defence
89,98,70,90,7,Wing Defence
93,94,66,80,1,Wing Defence
94,91,68,87,3,Wing Defence
85,80,67,86,11,Wing Defence
88,82,65,87,10,Wing Defence
96,99,63,88,20,Wing Defence
83,81,65,87,6,Wing Defence
87,91,69,85,12,Wing Defence
85,81,64,84,16,Wing Defence
87,98,67,84,15,Wing Defence
95,93,65,83,18,Wing Defence
88,96,62,88,10,Wing Defence
85,91,70,89,8,Wing Defence
82,93,68,83,14,Wing Defence
83,84,68,88,12,Wing Defence
84,84,64,82,5,Wing Defence
93,87,64,82,15,Wing Defence
94,83,70,88,9,Wing Defence
93,99,64,83,17,Wing Defence
93,86,66,82,7,Wing Defence
100,82,65,87,12,Wing Defence
95,90,68,83,20,Wing Defence
80,83,66,89,19,Wing Defence
85,83,65,84,5,Wing Defence
97,92,63,83,0,Wing Defence
84,81,67,85,6,Wing Defence
85,93,60,82,6,Wing Defence
82,93,68,89,0,Wing Defence
100,82,66,81,9,Wing Defence
87,88,62,90,10,Wing Defence
94,99,70,85,17,Wing Defence
82,81,70,88,0,Wing Defence
82,96,70,86,19,Wing Defence
83,89,67,88,9,Wing Defence
88,100,65,86,14,Wing Defence
99,99,63,85,18,Wing Defence
90,80,65,85,5,Wing Defence
93,93,62,87,11,Wing Defence
90,93,70,87,11,Wing Defence
98,90,64,83,13,Wing Defence
85,87,67,88,2,Wing Defence
83,89,63,80,7,Wing Defence
100,83,66,84,2,Wing Defence
84,89,63,83,19,Wing Defence
94,85,67,80,9,Wing Defence
96,91,61,89,17,Wing Defence
89,95,70,89,10,Wing Defence
99,87,62,88,20,Wing Defence
94,95,70,90,20,Wing Defence
91,88,61,80,19,Wing Defence
98,88,70,88,10,Wing Defence
84,83,60,87,13,Wing Defence
82,100,70,87,8,Wing Defence
89,95,66,90,8,Wing Defence
97,95,69,81,6,Wing Defence
80,95,64,90,13,Wing Defence
81,98,63,89,10,Wing Defence
83,95,60,90,6,Wing Defence
98,100,70,86,13,Wing Defence
92,89,65,81,16,Wing Defence
100,92,65,82,7,Wing Defence
98,86,60,89,11,Wing Defence
81,82,65,85,10,Wing Defence
84,91,65,90,6,Wing Defence
97,93,68,84,16,Wing Defence
83,88,65,87,16,Wing Defence
87,81,61,84,18,Wing Defence
83,80,66,86,9,Wing Defence
93,93,63,88,0,Wing Defence
87,92,62,89,12,Wing Defence
97,86,61,86,4,Wing Defence
84,94,69,83,18,Wing Defence
91,85,68,83,3,Wing Defence
96,91,70,87,0,Wing Defence
100,85,66,87,15,Wing Defence
90,91,67,81,16,Wing Defence
82,81,65,83,8,Wing Defence
85,97,66,85,8,Wing Defence
87,87,64,84,3,Wing Defence
82,85,68,82,3,Wing Defence
83,84,61,82,20,Wing Defence
89,81,65,87,13,Wing Defence
100,99,62,81,4,Wing Defence
87,84,66,85,7,Wing Defence
86,82,65,84,3,Wing Defence
87,84,69,88,3,Wing Defence
93,87,65,86,8,Wing Defence
95,99,60,89,3,Wing Defence
83,90,69,81,4,Wing Defence
86,87,64,81,8,Wing Defence
84,81,66,86,6,Wing Defence
90,95,64,84,19,Wing Defence
89,83,66,88,15,Wing Defence
88,92,70,88,14,Wing Defence
90,94,62,86,8,Wing Defence
93,96,62,81,4,Wing Defence
80,89,68,81,0,Wing Defence
92,93,67,83,4,Wing Defence
81,81,65,90,19,Wing Defence
90,93,66,86,3,Wing Defence
94,87,67,83,7,Wing Defence
100,80,62,87,20,Wing Defence
83,93,63,85,7,Wing Defence
84,87,68,88,8,Wing Defence
92,86,63,85,0,Wing Defence
83,93,63,87,9,Wing Defence
84,90,62,86,15,Wing Defence
87,84,70,80,11,Wing Defence
83,95,69,88,5,Wing Defence
83,83,60,88,14,Wing Defence
94,90,69,83,13,Wing Defence
99,87,60,88,8,Wing Defence
85,95,61,82,5,Wing Defence
100,95,63,85,0,Wing Defence
92,80,69,87,9,Wing Defence
82,92,69,84,9,Wing Defence
90,83,66,89,10,Wing Defence
100,83,60,86,7,Wing Defence
91,86,68,82,13,Wing Defence
94,92,65,80,12,Wing Defence
86,87,70,89,11,Wing Defence
94,92,60,90,17,Wing Defence
89,97,64,84,12,Wing Defence
87,87,66,83,4,Wing Defence
96,85,66,80,20,Wing Defence
89,82,63,84,18,Wing Defence
89,82,64,81,15,Wing Defence
96,89,61,84,17,Wing Defence
80,90,64,81,3,Wing Defence
93,83,63,85,1,Wing Defence
96,98,67,84,1,Wing Defence
98,81,65,89,13,Wing Defence
89,93,67,90,0,Wing Defence
88,96,65,81,19,Wing Defence
89,83,67,80,20,Wing Defence
90,84,69,84,14,Wing Defence
85,80,67,89,10,Wing Defence
99,100,65,87,13,Wing Defence
80,89,70,88,5,Wing Defence
84,98,70,89,18,Wing Defence
97,93,64,86,2,Wing Defence
85,82,60,83,20,Wing Defence
95,95,68,86,15,Wing Defence
84,81,66,84,7,Wing Defence
85,84,62,87,1,Wing Defence
100,83,69,87,12,Wing Defence
91,87,65,85,20,Wing Defence
99,99,63,88,0,Wing Defence
96,97,65,81,6,Wing Defence
100,90,62,89,10,Wing Defence
97,81,60,84,19,Wing Defence
91,92,66,88,6,Wing Defence
93,85,64,88,6,Wing Defence
91,94,70,86,9,Wing Defence
93,85,61,89,0,Wing Defence
93,92,68,84,5,Wing Defence
96,83,69,87,19,Wing Defence
97,87,62,81,15,Wing Defence
100,98,68,88,19,Wing Defence
99,100,69,87,4,Wing Defence
81,100,61,82,2,Wing Defence
89,87,63,81,3,Wing Defence
88,97,65,82,8,Wing Defence
91,98,68,82,8,Wing Defence
96,84,64,84,12,Wing Defence
93,80,61,80,17,Wing Defence
81,92,70,90,18,Wing Defence
97,99,68,86,15,Wing Defence
95,81,69,84,16,Wing Defence
88,83,63,85,1,Wing Defence
98,92,69,82,2,Wing Defence
91,91,61,84,17,Wing Defence
82,100,60,89,6,Wing Defence
89,99,65,89,4,Wing Defence
85,86,62,85,0,Wing Defence
98,85,69,82,5,Wing Defence
100,87,64,86,6,Wing Defence
86,84,66,81,16,Wing Defence
99,88,65,85,14,Wing Defence
85,98,60,90,6,Wing Defence
83,80,63,80,0,Wing Defence
93,89,60,83,3,Wing Defence
80,84,70,87,0,Wing Defence
93,84,70,80,14,Wing Defence
94,92,68,90,10,Wing Defence
96,93,63,87,0,Wing Defence
95,84,61,81,5,Wing Defence
88,88,64,86,7,Wing Defence
81,81,62,84,5,Wing Defence
91,93,70,81,5,Wing Defence
84,80,70,89,15,Wing Defence
94,91,62,87,8,Wing Defence
86,95,66,82,8,Wing Defence
87,99,62,81,2,Wing Defence
100,89,70,90,10,Wing Defence
99,93,68,85,6,Wing Defence
95,90,62,86,3,Wing Defence
97,90,66,87,7,Wing Defence
85,91,62,84,14,Wing Defence
81,92,70,81,18,Wing Defence
83,81,60,85,4,Wing Defence
88,92,67,80,6,Wing Defence
85,92,60,86,0,Wing Defence
83,85,63,88,16,Wing Defence
87,89,69,88,7,Wing Defence
89,89,61,83,0,Wing Defence
99,81,64,85,10,Wing Defence
87,93,62,81,12,Wing Defence
84,100,63,87,2,Wing Defence
92,95,65,86,18,Wing Defence
90,90,70,85,7,Wing Defence
88,99,62,83,20,Wing Defence
88,82,64,83,9,Wing Defence
83,91,66,81,18,Wing Defence
96,100,62,82,1,Wing Defence
81,85,67,90,3,Wing Defence
81,94,63,90,17,Wing Defence
91,82,64,82,17,Wing Defence
91,80,64,84,12,Wing Defence
83,100,69,87,8,Wing Defence
87,96,63,85,2,Wing Defence
93,88,60,84,10,Wing Defence
88,80,65,89,2,Wing Defence
96,91,65,89,7,Wing Defence
98,90,61,82,14,Wing Defence
84,89,66,90,17,Wing Defence
100,99,62,90,15,Wing Defence
88,96,69,83,7,Wing Defence
92,94,70,85,2,Wing Defence
90,83,70,82,5,Wing Defence
94,81,68,81,12,Wing Defence
97,91,67,90,3,Wing Defence
96,87,68,88,8,Wing Defence
97,96,61,87,20,Wing Defence
93,84,66,81,14,Wing Defence
91,81,67,82,0,Wing Defence
85,86,68,90,20,Wing Defence
83,90,69,81,1,Wing Defence
87,100,63,81,15,Wing Defence
81,83,64,87,0,Wing Defence
92,100,61,86,9,Wing Defence
90,96,60,83,14,Wing Defence
92,83,65,89,13,Wing Defence
92,99,67,83,16,Wing Defence
97,92,66,82,15,Wing Defence
83,96,61,90,9,Wing Defence
100,99,66,90,16,Wing Defence
95,80,63,89,3,Wing Defence
91,100,70,82,12,Wing Defence
94,83,70,90,1,Wing Defence
82,80,67,84,1,Wing Defence
95,96,61,80,3,Wing Defence
80,91,68,84,6,Wing Defence
84,97,62,84,11,Wing Defence
92,95,65,84,13,Wing Defence
96,99,61,83,13,Wing Defence
85,96,63,84,2,Wing Defence
99,88,66,83,17,Wing Defence
84,88,66,86,14,Wing Defence
88,80,66,88,7,Wing Defence
99,90,64,90,7,Wing Defence
80,86,64,82,20,Wing Defence
92,92,70,84,7,Wing Defence
100,100,65,88,11,Wing Defence
85,85,68,85,7,Wing Defence
80,97,69,81,17,Wing Defence
80,94,66,90,6,Wing Defence
96,93,62,88,9,Wing Defence
93,89,61,86,6,Wing Defence
81,100,68,88,15,Wing Defence
89,87,62,81,6,Wing Defence
96,92,63,84,0,Wing Defence
81,87,68,81,17,Wing Defence
95,92,67,82,15,Wing Defence
84,88,67,84,8,Wing Defence
86,86,60,84,18,Wing Defence
80,85,68,83,0,Wing Defence
81,84,61,89,19,Wing Defence
99,84,63,80,14,Wing Defence
98,94,63,84,1,Wing Defence
99,85,64,83,14,Wing Defence
91,97,63,89,16,Wing Defence
88,95,62,84,18,Wing Defence
82,96,69,89,11,Wing Defence
83,97,70,86,3,Wing Defence
85,87,67,89,4,Wing Defence
80,80,68,83,6,Wing Defence
98,87,68,80,13,Wing Defence
93,97,66,87,7,Wing Defence
93,80,64,81,15,Wing Defence
80,90,68,81,0,Wing Defence
95,89,69,81,15,Wing Defence
84,84,62,86,7,Wing Defence
95,99,62,81,7,Wing Defence
80,96,60,80,13,Wing Defence
91,91,69,85,3,Wing Defence
83,87,62,90,5,Wing Defence
80,82,68,87,9,Wing Defence
93,82,66,81,1,Wing Defence
90,82,65,89,2,Wing Defence
92,96,62,89,10,Wing Defence
94,84,62,87,7,Wing Defence
92,96,60,85,14,Wing Defence
96,92,70,87,13,Wing Defence
97,82,69,88,0,Wing Defence
85,99,61,86,18,Wing Defence
95,93,68,89,3,Wing Defence
98,86,65,88,7,Wing Defence
97,83,61,84,8,Wing Defence
97,83,68,82,5,Wing Defence
92,89,66,86,4,Wing Defence
88,94,65,86,20,Wing Defence
100,94,69,80,13,Wing Defence
85,86,69,85,3,Wing Defence
96,81,65,80,1,Wing Defence
81,94,65,89,1,Wing Defence
85,97,69,86,1,Wing Defence
91,92,65,90,2,Wing Defence
82,88,61,84,0,Wing Defence
80,83,64,88,19,Wing Defence
91,100,62,82,3,Wing Defence
87,82,62,83,18,Wing Defence
80,89,65,89,19,Wing Defence
90,83,67,83,3,Wing Defence
87,88,65,90,10,Wing Defence
90,91,61,90,1,Wing Defence
96,86,64,82,10,Wing Defence
88,84,70,88,14,Wing Defence
95,96,61,85,10,Wing Defence
94,94,69,80,16,Wing Defence
88,94,62,85,20,Wing Defence
95,85,70,81,16,Wing Defence
94,87,60,83,19,Wing Defence
94,85,67,82,15,Wing Defence
92,95,60,81,3,Wing Defence
96,92,64,81,15,Wing Defence
86,94,61,84,1,Wing Defence
94,94,69,84,14,Wing Defence
86,89,69,90,15,Wing Defence
86,80,63,86,5,Wing Defence
98,89,69,82,5,Wing Defence
83,84,68,82,2,Wing Defence
90,99,63,88,5,Wing Defence
90,90,64,85,20,Wing Defence
94,100,64,87,17,Wing Defence
86,81,68,86,18,Wing Defence
80,94,63,82,10,Wing Defence
93,99,61,89,4,Wing Defence
96,84,65,85,6,Wing Defence
87,92,62,81,3,Wing Defence
96,94,61,86,7,Wing Defence
86,85,66,90,2,Wing Defence
81,86,64,90,17,Wing Defence
80,93,66,88,13,Wing Defence
80,100,65,85,12,Wing Defence
91,88,69,90,15,Wing Defence
90,95,60,84,9,Wing Defence
93,81,68,80,9,Wing Defence
96,96,62,83,10,Wing Defence
90,91,67,87,0,Wing Defence
99,83,64,83,1,Wing Defence
96,92,64,83,20,Wing Defence
97,95,60,80,5,Wing Defence
82,83,60,80,13,Wing Defence
96,98,69,85,12,Wing Defence
100,86,70,82,12,Wing Defence
99,89,60,80,2,Wing Defence
86,96,66,81,16,Wing Defence
83,98,69,81,17,Wing Defence
82,97,66,90,18,Wing Defence
83,100,62,87,1,Wing Defence
88,97,70,82,20,Wing Defence
94,94,62,80,0,Wing Defence
94,80,66,80,6,Wing Defence
83,81,63,86,1,Wing Defence
93,84,66,81,17,Wing Defence
97,80,60,87,4,Wing Defence
84,91,66,89,8,Wing Defence
91,81,68,82,16,Wing Defence
80,81,61,89,2,Wing Defence
94,92,65,80,15,Wing Defence
100,90,68,83,18,Wing Defence
81,99,61,88,19,Wing Defence
88,89,62,87,13,Wing Defence
98,100,63,87,18,Wing Defence
94,98,65,89,7,Wing Defence
91,81,68,87,15,Wing Defence
93,88,64,81,13,Wing Defence
85,81,67,85,18,Wing Defence
95,96,69,81,11,Wing Defence
88,87,63,90,1,Wing Defence
86,87,69,81,5,Wing Defence
98,100,61,90,18,Wing Defence
95,96,69,84,1,Wing Defence
92,96,65,80,9,Wing Defence
95,82,68,86,0,Wing Defence
100,88,66,80,7,Wing Defence
96,96,68,88,11,Wing Defence
88,95,67,87,7,Wing Defence
81,85,68,83,20,Wing Defence
100,91,63,88,14,Wing Defence
88,89,61,83,15,Wing Defence
86,83,62,89,14,Wing Defence
93,96,63,85,11,Wing Defence
97,100,70,86,17,Wing Defence
98,80,70,81,7,Wing Defence
85,98,67,83,18,Wing Defence
91,88,64,83,11,Wing Defence
92,95,63,87,19,Wing Defence
81,84,64,88,4,Wing Defence
95,82,64,90,11,Wing Defence
86,97,64,88,0,Wing Defence
98,89,68,85,12,Wing Defence
88,97,67,90,7,Wing Defence
91,97,70,87,7,Wing Defence
97,97,66,82,9,Wing Defence
98,90,67,89,15,Wing Defence
96,100,61,82,4,Wing Defence
82,100,68,87,5,Wing Defence
100,84,64,88,7,Wing Defence
82,88,60,85,5,Wing Defence
95,89,63,90,10,Wing Defence
95,98,69,80,13,Wing Defence
94,85,67,88,0,Wing Defence
98,93,60,89,4,Wing Defence
88,98,62,81,19,Wing Defence
85,88,65,90,13,Wing Defence
83,90,69,82,18,Wing Defence
89,95,61,82,6,Wing Defence
98,85,60,80,15,Wing Defence
93,97,70,89,8,Wing Defence
92,93,62,84,15,Wing Defence
97,85,64,81,2,Wing Defence
83,89,68,90,3,Wing Defence
80,82,67,81,7,Wing Defence
80,94,68,87,1,Wing Defence
95,80,67,90,14,Wing Defence
87,89,70,81,17,Wing Defence
90,91,69,84,20,Wing Defence
89,92,67,80,18,Wing Defence
90,97,68,82,17,Wing Defence
94,80,67,90,17,Wing Defence
97,83,67,85,20,Wing Defence
89,90,68,90,11,Wing Defence
81,81,60,89,15,Wing Defence
86,93,62,85,8,Wing Defence
90,83,67,86,11,Wing Defence
97,99,63,87,0,Wing Defence
80,100,66,87,10,Wing Defence
97,92,68,87,20,Wing Defence
99,94,67,84,3,Wing Defence
92,87,66,85,10,Wing Defence
94,97,68,81,6,Wing Defence
94,92,65,83,11,Wing Defence
95,89,63,80,18,Wing Defence
80,95,64,87,5,Wing Defence
90,90,64,85,8,Wing Defence
94,82,63,88,12,Wing Defence
86,83,70,84,0,Wing Defence
87,89,70,81,13,Wing Defence
86,95,65,80,10,Wing Defence
82,96,70,80,10,Wing Defence
84,89,67,84,14,Wing Defence
100,91,63,82,15,Wing Defence
89,80,60,90,16,Wing Defence
89,89,69,81,0,Wing Defence
82,97,64,82,1,Wing Defence
87,95,69,84,20,Wing Defence
85,84,60,84,3,Wing Defence
83,90,68,80,20,Wing Defence
80,89,62,80,19,Wing Defence
92,90,60,87,3,Wing Defence
80,81,67,90,4,Wing Defence
99,85,64,83,8,Wing Defence
91,98,64,81,11,Wing Defence
82,96,68,89,1,Wing Defence
94,94,69,80,14,Wing Defence
96,82,64,89,18,Wing Defence
84,99,63,90,13,Wing Defence
90,100,69,80,11,Wing Defence
84,95,62,83,18,Wing Defence
93,83,60,81,0,Wing Defence
92,87,64,83,18,Wing Defence
89,94,66,86,20,Wing Defence
97,97,68,83,1,Wing Defence
89,83,62,89,11,Wing Defence
84,96,70,83,6,Wing Defence
95,87,68,86,12,Wing Defence
97,87,66,80,17,Wing Defence
81,93,67,89,3,Wing Defence
96,82,64,83,14,Wing Defence
83,89,62,80,9,Wing Defence
83,86,69,82,19,Wing Defence
92,82,69,86,19,Wing Defence
94,80,63,87,1,Wing Defence
87,81,63,80,5,Wing Defence
89,94,68,86,9,Wing Defence
92,81,67,80,7,Wing Defence
99,93,68,85,10,Wing Defence
98,90,65,85,20,Wing Defence
86,81,67,81,12,Wing Defence
92,88,70,81,5,Wing Defence
97,96,70,90,14,Wing Defence
100,87,66,88,17,Wing Defence
92,93,66,80,8,Wing Defence
90,98,62,83,11,Wing Defence
83,97,68,90,8,Wing Defence
83,85,61,88,5,Wing Defence
98,87,64,89,14,Wing Defence
94,86,62,89,18,Wing Defence
95,85,67,85,3,Wing Defence
99,95,64,84,4,Wing Defence
91,83,70,89,5,Wing Defence
100,87,61,90,9,Wing Defence
86,82,69,84,1,Wing Defence
93,97,65,87,18,Wing Defence
98,96,65,83,5,Wing Defence
92,94,66,87,11,Wing Defence
95,90,62,88,18,Wing Defence
81,100,61,83,8,Wing Defence
85,93,63,83,0,Wing Defence
98,99,69,82,4,Wing Defence
90,86,63,82,0,Wing Defence
94,97,66,90,4,Wing Defence
81,86,64,81,12,Wing Defence
99,95,62,84,18,Wing Defence
93,95,64,84,8,Wing Defence
80,97,66,81,0,Wing Defence
98,89,63,90,11,Wing Defence
85,90,63,83,20,Wing Defence
90,81,70,88,8,Wing Defence
98,95,66,81,7,Wing Defence
87,92,60,82,17,Wing Defence
91,96,62,86,0,Wing Defence
90,85,65,90,2,Wing Defence
97,98,65,81,11,Wing Defence
87,99,67,85,3,Wing Defence
91,84,62,84,2,Wing Defence
100,97,70,81,19,Wing Defence
82,80,63,83,17,Wing Defence
92,80,65,82,17,Wing Defence
87,81,61,81,20,Wing Defence
90,92,62,87,18,Wing Defence
100,81,66,81,11,Wing Defence
83,92,70,86,4,Wing Defence
100,90,66,89,4,Wing Defence
93,95,61,81,4,Wing Defence
98,84,60,81,5,Wing Defence
99,90,62,81,9,Wing Defence
90,91,64,87,4,Wing Defence
100,99,60,85,7,Wing Defence
100,96,64,83,15,Wing Defence
91,84,70,90,6,Wing Defence
95,95,69,89,14,Wing Defence
93,100,60,88,0,Wing Defence
85,99,64,88,17,Wing Defence
83,80,63,88,8,Wing Defence
80,88,69,81,5,Wing Defence
98,93,61,84,7,Wing Defence
89,100,69,90,6,Wing Defence
92,98,68,82,7,Wing Defence
98,93,67,83,3,Wing Defence
99,87,65,87,14,Wing Defence
99,83,62,88,6,Wing Defence
97,85,60,85,18,Wing Defence
84,99,63,84,20,Wing Defence
95,90,64,88,3,Wing Defence
86,83,69,87,8,Wing Defence
87,99,63,87,19,Wing Defence
89,95,65,81,14,Wing Defence
90,88,64,85,15,Wing Defence
95,90,63,85,1,Wing Defence
89,92,60,82,3,Wing Defence
99,99,65,87,6,Wing Defence
84,92,65,83,17,Wing Defence
100,89,67,88,4,Wing Defence
93,83,65,84,5,Wing Defence
96,94,64,89,18,Wing Defence
98,93,67,88,6,Wing Defence
80,86,61,89,3,Wing Defence
93,99,67,82,5,Wing Defence
80,98,65,82,15,Wing Defence
93,92,68,83,18,Wing Defence
90,92,63,88,1,Wing Defence
94,90,66,84,8,Wing Defence
84,82,65,81,20,Wing Defence
84,100,69,86,17,Wing Defence
99,96,64,83,7,Wing Defence
86,83,61,85,8,Wing Defence
93,100,61,84,1,Wing Defence
91,88,67,81,20,Wing Defence
92,87,67,82,12,Wing Defence
90,83,65,82,7,Wing Defence
100,80,68,87,18,Wing Defence
88,83,62,87,18,Wing Defence
100,100,64,85,10,Wing Defence
90,84,61,89,18,Wing Defence
90,84,69,86,18,Wing Defence
97,100,69,82,15,Wing Defence
80,87,67,85,2,Wing Defence
99,92,61,88,18,Wing Defence
97,98,61,90,14,Wing Defence
89,95,61,84,12,Wing Defence
97,93,61,81,10,Wing Defence
80,92,67,87,11,Wing Defence
100,91,70,84,19,Wing Defence
81,86,65,84,8,Wing Defence
94,100,61,80,18,Wing Defence
86,91,60,83,19,Wing Defence
92,89,67,84,6,Wing Defence
98,93,67,84,7,Wing Defence
99,95,63,90,0,Wing Defence
93,99,60,84,17,Wing Defence
95,88,67,81,5,Wing Defence
88,83,65,83,9,Wing Defence
89,93,66,89,8,Wing Defence
99,95,65,86,15,Wing Defence
93,84,64,80,7,Wing Defence
95,89,70,88,9,Wing Defence
91,81,66,83,6,Wing Defence
84,98,66,85,1,Wing Defence
88,88,68,83,18,Wing Defence
85,95,62,87,9,Wing Defence
95,92,67,84,11,Wing Defence
97,99,69,90,18,Wing Defence
92,92,65,80,16,Wing Defence
86,93,66,87,4,Wing Defence
99,80,60,81,8,Wing Defence
93,87,67,89,11,Wing Defence
100,98,66,81,3,Wing Defence
87,93,63,81,14,Wing Defence
89,95,63,86,5,Wing Defence
94,94,67,81,3,Wing Defence
87,98,68,88,8,Wing Defence
85,83,61,85,6,Wing Defence
94,87,70,80,7,Wing Defence
96,96,68,90,10,Wing Defence
80,86,67,85,1,Wing Defence
80,87,61,83,20,Wing Defence
80,86,65,85,6,Wing Defence
86,88,62,84,14,Wing Defence
88,95,70,86,4,Wing Defence
98,88,68,90,17,Wing Defence
81,85,65,86,5,Wing Defence
95,93,70,90,15,Wing Defence
81,93,62,89,14,Wing Defence
90,99,60,87,16,Wing Defence
81,90,65,90,2,Wing Defence
91,83,60,83,16,Wing Defence
94,98,68,82,16,Wing Defence
81,100,69,82,17,Wing Defence
87,98,62,90,5,Wing Defence
87,84,66,84,12,Wing Defence
86,94,61,85,11,Wing Defence
89,95,70,84,0,Wing Defence
92,92,63,83,9,Wing Defence
89,83,68,90,14,Wing Defence
84,91,60,89,2,Wing Defence
87,86,65,81,6,Wing Defence
88,91,70,86,3,Wing Defence
98,95,67,82,3,Wing Defence
93,99,66,81,11,Wing Defence
90,92,63,89,10,Wing Defence
87,91,70,85,5,Wing Defence
91,95,63,86,13,Wing Defence
94,92,60,85,15,Wing Defence
96,80,65,84,7,Wing Defence
87,82,69,80,12,Wing Defence
87,98,64,85,16,Wing Defence
98,86,68,86,8,Wing Defence
85,80,60,87,7,Wing Defence
93,96,61,82,20,Wing Defence
97,91,69,80,12,Wing Defence
98,88,60,89,3,Wing Defence
83,96,66,85,13,Wing Defence
93,89,70,86,0,Wing Defence
97,100,61,90,7,Wing Defence
99,87,64,89,8,Wing Defence
90,100,63,80,9,Wing Defence
100,97,63,87,1,Wing Defence
82,86,66,86,15,Wing Defence
85,100,68,83,7,Wing Defence
91,94,65,84,16,Wing Defence
99,80,65,88,5,Wing Defence
92,94,60,88,5,Wing Defence
98,91,63,88,10,Wing Defence
81,89,62,84,0,Wing Defence
93,90,70,90,13,Wing Defence
97,100,60,83,9,Wing Defence
84,92,70,89,6,Wing Defence
94,94,62,84,6,Wing Defence
90,91,64,81,17,Wing Defence
91,94,67,82,1,Wing Defence
83,94,63,83,5,Wing Defence
81,86,63,81,10,Wing Defence
97,97,61,86,11,Wing Defence
95,94,64,87,7,Wing Defence
95,84,63,87,7,Wing Defence
85,81,61,86,8,Wing Defence
91,96,64,89,3,Wing Defence
96,91,70,89,13,Wing Defence
81,95,60,80,20,Wing Defence
98,92,62,81,4,Wing Defence
81,86,66,82,9,Wing Defence
83,92,64,84,3,Wing Defence
91,91,62,90,14,Wing Defence
85,82,64,84,11,Wing Defence
83,91,69,90,11,Wing Defence
100,81,70,89,17,Wing Defence
92,97,70,80,18,Wing Defence
85,85,67,88,4,Wing Defence
95,99,67,84,20,Wing Defence
100,89,63,88,14,Wing Defence
92,100,69,88,5,Wing Defence
99,100,63,80,5,Wing Defence
91,89,68,85,2,Wing Defence
98,86,62,88,9,Wing Defence
82,93,65,89,4,Wing Defence
82,97,66,80,10,Wing Defence
96,94,70,80,16,Wing Defence
91,94,64,84,20,Wing Defence
87,90,66,87,9,Wing Defence
88,92,69,86,1,Wing Defence
82,91,60,90,3,Wing Defence
96,94,69,82,6,Wing Defence
93,92,62,87,2,Wing Defence
86,89,70,89,1,Wing Defence
91,96,65,87,18,Wing Defence
83,98,67,87,5,Wing Defence
91,95,65,84,12,Wing Defence
93,98,60,86,4,Wing Defence
91,95,67,90,5,Wing Defence
87,86,67,88,6,Wing Defence
81,86,64,80,1,Wing Defence
99,84,61,90,14,Wing Defence
100,84,65,83,5,Wing Defence
87,81,65,87,0,Wing Defence
91,87,68,85,18,Wing Defence
100,97,61,86,15,Wing Defence
95,89,68,82,10,Wing Defence
100,85,70,85,19,Wing Defence
84,82,62,83,1,Wing Defence
97,97,68,89,0,Wing Defence
92,87,63,89,16,Wing Defence
88,86,67,80,4,Wing Defence
87,96,61,83,6,Wing Defence
88,82,67,84,16,Wing Defence
80,87,68,89,7,Wing Defence
91,89,67,88,20,Wing Defence
99,99,62,86,16,Wing Defence
81,88,70,83,7,Wing Defence
88,92,68,89,12,Wing Defence
82,95,67,82,19,Wing Defence
88,98,67,82,9,Wing Defence
93,90,60,82,2,Wing Defence
84,81,62,87,1,Wing Defence
86,94,62,82,8,Wing Defence
100,82,62,87,12,Wing Defence
82,88,60,82,4,Wing Defence
98,96,66,83,16,Wing Defence
86,89,68,87,0,Wing Defence
86,92,60,89,16,Wing Defence
100,99,64,88,14,Wing Defence
87,88,61,87,10,Wing Defence
93,92,64,87,17,Wing Defence
95,80,64,81,11,Wing Defence
93,98,63,82,14,Wing Defence
96,94,68,81,20,Wing Defence
87,97,63,86,11,Wing Defence
84,87,64,86,15,Wing Defence
89,96,70,88,18,Wing Defence
85,90,66,83,3,Wing Defence
93,91,68,88,11,Wing Defence
98,91,66,90,16,Wing Defence
80,88,61,89,19,Wing Defence
84,99,62,88,12,Wing Defence
94,92,66,80,2,Wing Defence
89,93,70,81,11,Wing Defence
91,87,61,83,4,Wing Defence
82,95,68,82,0,Wing Defence
97,92,64,87,8,Wing Defence
85,95,67,88,3,Wing Defence
80,93,64,88,11,Wing Defence
98,99,62,81,10,Wing Defence
85,87,70,90,16,Wing Defence
98,88,65,83,11,Wing Defence
94,91,65,87,2,Wing Defence
99,87,62,87,19,Wing Defence
83,95,69,87,8,Wing Defence
80,91,66,84,12,Wing Defence
89,82,68,90,5,Wing Defence
84,85,66,87,3,Wing Defence
94,87,66,81,11,Wing Defence
100,85,65,87,8,Wing Defence
97,99,61,83,5,Wing Defence
99,87,68,82,17,Wing Defence
81,95,69,84,5,Wing Defence
92,92,67,90,14,Wing Defence
97,87,66,84,2,Wing Defence
86,88,64,83,8,Wing Defence
90,86,66,80,18,Wing Defence
93,94,66,83,14,Wing Defence
88,82,66,86,20,Wing Defence
92,82,65,84,5,Wing Defence
80,99,63,88,0,Wing Defence
